title,link,publish_date,content
小米集團(01810)及中芯國際(00981)午後軟,https://hk.finance.yahoo.com/news/%E5%B0%8F%E7%B1%B3%E9%9B%86%E5%9C%98-01810-%E5%8F%8A%E4%B8%AD%E8%8A%AF%E5%9C%8B%E9%9A%9B-00981-%E5%8D%88%E5%BE%8C%E8%BB%9F-064234323.html,1 小時前,<匯港通訊> 小米集團(01810)及中芯國際(00981)午後軟。小米集團現造54.1元，跌1.19%。中芯國際造42.5元，跌1.16%。 (SY)
百鏡大戰白熱化！AI眼鏡迎戰「618大考」阿里、小米加速圍攻Meta,https://hk.finance.yahoo.com/news/%E7%99%BE%E9%8F%A1%E5%A4%A7%E6%88%B0%E7%99%BD%E7%86%B1%E5%8C%96-ai%E7%9C%BC%E9%8F%A1%E8%BF%8E%E6%88%B0-618%E5%A4%A7%E8%80%83-%E9%98%BF%E9%87%8C-%E5%B0%8F%E7%B1%B3%E5%8A%A0%E9%80%9F%E5%9C%8D%E6%94%BBmeta-061003354.html,1 小時前,"中國從去年起已悄然進入「百鏡大戰」時期。雷鳥、閃極、Rokid、百度、聯想、小米、華為、阿里等科技品牌紛紛佈局 AI 眼鏡產品線，預計在今年 618 購物節前後迎來一波密集上市潮，也成為 AI 眼鏡的首場「大考」。

2024 年以來，隨著 Ray-Ban Meta 智慧眼鏡的熱賣，Meta 成功將 AI 眼鏡推向消費市場主流。據統計，2025 年第一季全球 AI 智慧眼鏡銷量達 60 萬台，年成長率高達 216%。

祖克柏在多次公開訪談中強調，AI 眼鏡將成為「未來的手機」，是繼 VR 之後最具顛覆潛力的終端裝置。

相較於 VR 市場第一季銷量下滑 23%、AR 市場持平的表現，AI 眼鏡的迅猛崛起讓科技巨頭與新創公司紛紛加速佈局。谷歌與蘋果也已加入競爭戰場，其中蘋果預計明年推出類似 Ray-Ban Meta 設計的 AI 眼鏡，主打拍攝、音訊與 AI 互動等功能。

Meta 領跑全球 中國品牌集體突圍

與國際市場同步，中國從去年起已悄然進入「百鏡大戰」時期。雷鳥、閃極、Rokid、百度、聯想、小米、華為、阿里等科技品牌紛紛佈局 AI 眼鏡產品線，預計在今年 618 購物節前後迎來一波密集上市潮。

業內人士指出，AI 眼鏡是 AI 技術落地的最佳硬體承載體，尤其是不帶顯示的 AI 拍攝眼鏡因佩戴便捷、功能實用，迅速打開市場。據洛圖科技統計，AI 拍攝眼鏡在電商平台的銷售佔比已達 28.1%。

Rokid 創辦人祝銘明透露，旗下帶顯示的 AI 眼鏡已獲得全球超過 25 萬台的訂單，全年交付可望完成。雷鳥亦將在本月推出旗艦新品 X3 Pro，小米與華為的 AI 眼鏡產品則蓄勢待發，阿里預計年底加入戰局。

雖然市場熱鬧非凡，但中國 AI 眼鏡產業目前仍面臨產能、設計、AI 能力等多方面挑戰。多數產品停留在「PPT 階段」，真正實現大規模量產與出貨的品牌屈指可數。

有投資人坦言現在很多創業者拿著 AI 的 PPT 來要錢，說自己能比肩 Meta，但一問什麼時候開賣就含糊其辭。」截至目前，Meta 佔全球 AI 眼鏡銷量的近九成，而國產品牌雷鳥 V3 的銷量尚未突破 10 萬台。

INAIR 創辦人黃海認為，中國市場的技術土壤與 Meta 成功的背景條件不同，即使有成熟供應鏈，也未必能複製其經驗。

設計與 AI 能力雙重門檻 考驗品牌綜合實力

AI 眼鏡的核心挑戰在於同時兼顧人工智慧技術與眼鏡工業設計。在 AI 層面，通用大模型無法滿足場景化使用需求，品牌需針對翻譯、拍攝等功能進行深度客製化優化。

而在設計方面，AI 眼鏡重量普遍超過傳統眼鏡的兩倍，舒適性成為消費者能否長時間佩戴的關鍵。儘管各品牌已與傳統眼鏡廠商合作，但目前 SKU 數量仍無法滿足個性化需求，仍需突破。

中國品牌對供應鏈的掌控力成為能否突圍的關鍵。雖然目前大部分廠商聲稱已具備穩定產能，但隨著小米、華為等巨頭即將入場，芯片與核心零組件的優先供應將進一步壓縮創業公司生存空間。

X REAL 創辦人徐馳指出，「巨頭進場後，創業公司基本上沒啥勝算。」手機產業的發展歷史亦驗證了這一觀點：最終從 0 到 1 成功出圈的創新品牌寥寥無幾。

星紀魅族 XR 事業部總裁盧勇則認為，接下來兩至三年將是 AI 眼鏡市場的關鍵淘汰期，能否找到技術與市場的平衡點，將決定企業的生死。

中國 618 購物節成實戰考核 將拉大差距

即將到來的 618 購物節，不僅是國產 AI 眼鏡產品首次集中亮相的重要節點，也將是市場對其產品實力、產能能力與用戶接受度的首次集中檢驗。

一位 AI 投資人表示：「如果連 618 都賣不動，那 AI 眼鏡的市場上限就值得重新評估了。」此番大促既是市場機會，也是風險壓力，品牌間的差距將進一步拉大。

中國 AI 眼鏡市場或許難以短期內誕生「中國版 Meta」，但供應鏈優勢與本土市場規模使得中國品牌注定會成為這場競爭的主角。

未來真正能留下來的品牌，將是那些不僅能造出好眼鏡，更能提供打動用戶 AI 體驗的公司。這場以「AI 眼鏡」為代表的終端革命，中國企業能否從追隨者走向引領者，618 或許將是一個關鍵開端。

更多鉅亨報導•中國巨頭搶攻AI眼鏡：小米阿里字節入場•全新切入2大廠AI眼鏡供應鏈出貨 估今年營收雙位數成長"
雷軍：SUV市場競爭非常激烈  但小米YU7有不可替代魅力,https://hk.finance.yahoo.com/news/%E9%9B%B7%E8%BB%8D-suv%E5%B8%82%E5%A0%B4%E7%AB%B6%E7%88%AD%E9%9D%9E%E5%B8%B8%E6%BF%80%E7%83%88-%E4%BD%86%E5%B0%8F%E7%B1%B3yu7%E6%9C%89%E4%B8%8D%E5%8F%AF%E6%9B%BF%E4%BB%A3%E9%AD%85%E5%8A%9B-042033238.html,3 小時前,小米(01810.HK)創辦人兼董事長雷軍表示，小米YU7馬上就要發布。 對於不少聲音質疑SUV市場比轎車市場競爭更激烈，雷軍指該領域高手如林，每個都有超強的競爭力，競爭確實非常激烈。但他相信，YU7有著不可替代的獨特魅力。 他補充，YU7定位豪華高性能SUV，和SU7有著一脈相承的家族設計語言。同時，YU7也有著極為鮮明的特點，既有優雅造型和高性能，還提供豪華感和空間的舒適性，同時還有先進的智能科技。而小米YU7就是小米為先進的時代精英，潛心打造的先進SUV。(jl/u)~ 阿思達克財經新聞 網址: www.aastocks.com
十年磨一劍！小米玄戒O1量產撕「中國芯無能」標籤 繼台積三星成全球第三個3奈米自研玩家,https://hk.finance.yahoo.com/news/%E5%8D%81%E5%B9%B4%E7%A3%A8-%E5%8A%8D-%E5%B0%8F%E7%B1%B3%E7%8E%84%E6%88%92o1%E9%87%8F%E7%94%A2%E6%92%95-%E4%B8%AD%E5%9C%8B%E8%8A%AF%E7%84%A1%E8%83%BD-%E6%A8%99%E7%B1%A4-042004689.html,3 小時前,"中國科技企業小米 (01810-HK) 自主研發的旗艦手機晶片「玄戒 O1」明 (22) 日將正式亮相，創辦人雷軍昨 (20) 日更在微博上宣布已進入大規模量產階段，並將用於小米 15s Pro 手機與小米平板 7 Ultra 超高階平板電腦。這場歷時十年的晶片攻堅戰役，小米正以量產成果回應外界唱衰聲音，並標誌著中國半導體產業將迎來新里程碑。

中國首款「純血」國產 3 奈米晶片的落地，不僅終結了持續數月的「PPT 造芯」爭議，更將全球半導體競爭推向新維度，而這場技術突破的背後，是小米長達十年的艱困突圍。

2014 年成立的松果電子開啟「造芯」之路時，全球晶片市場被高通、聯發科等巨擘壟斷，華為海思才剛嶄露頭角。2017 年發表的首款自研 SoC 澎湃 S1 雖填補國產空白，卻因 28 奈米製程的落後效能飽受爭議。此後小米轉向細分領域，先後推出影像晶片 C1、充電晶片 P1 等，逐步累積技術經驗。

2021 年成立的上海玄戒技術有限公司，標誌著小米重啟大晶片戰略，經過 2500 人團隊十年間累計超 135 億元研發投入，終於在 2024 年完成 3 奈米晶片流片，並於 2025 年跨越良率爬坡實現量產。

玄戒 O1 的技術參數印證其尖端地位，採用台積電 N3E 製程的該晶片電晶體密度較 5 奈米提升 75%，功耗降低 25%。

小米首創的「2+4+2+2」十核心架構（2×3.9GHz 超大核心 + 4×3.4GHz 大核心 + 4× 低功耗核），在 Geekbench 6 測試中單核心 2709 分、多核心 8125 分的成績，超越驍龍 8 Gen3 並逼近天璣 9400。

更關鍵的是，玄戒 O1 透過架構創新平衡了高效能與低功耗，相同效能下續航提升 30%，為 AI 運算、多螢幕協同等場景提供算力支撐。

市場數據更印證技術突破的價值。今年第一季，小米以 18.6% 的國內市佔率重奪手機銷售冠軍，出貨量較去年同期激增 39.9%。專家認為，玄戒 O1 的旗艦性能成為消費者換機核心驅動力，15s Pro 定價較同期競爭產品高出 15% 仍獲熱捧，凸顯技術溢價能力。

同時，晶片量產直接推動小米向「科技硬實力公司」轉型，股價在消息公佈後單日漲幅達 8.3%，市值突破 5 千億港元。

雷軍在內部信中強調：「十年飲冰，難涼熱血。」這句被刷屏的宣言濃縮了小米造芯歷程的起伏。從澎湃 S1 的失敗到玄戒 O1 的突破，經歷四次流片失敗、核心團隊三次重組，研發投入從 2017 年的 15 億元增加到 2025 年的 60 億元。

如今，玄戒 O1 誕生不僅意味著小米躋身全球晶片設計第一梯隊，更驗證「自主可控」路徑的可行性，因全球僅台積電、三星等極少數企業掌握的 3 奈米工藝，首次由中國企業完成端到端設計。

據悉，小米還打算在 2026 年推出 2 奈米製程晶片，並佈局汽車晶片與伺服器 SoC。

這場技術攻堅正重塑產業格局，玄戒 O1 的量產讓小米成為繼蘋果、三星之後，第三家實現 3 奈米晶片自研自產的消費性電子企業。更深遠的影響在於，其搭載的 AI 引擎為小米汽車、物聯網生態提供技術基座，而超高階平板電腦對多螢幕協同的突破，暗示著晶片能力正向全場景智慧設備延伸。

專家指出，玄戒 O1 的問世恐將引發連鎖反應，一方面將倒逼國際晶片巨頭加速技術迭代，另一方面也為國產半導體產業鏈注入強心劑。

更多鉅亨報導"
雷軍：首款SUV小米YU7有不可替代獨特魅力,https://hk.finance.yahoo.com/news/%E9%9B%B7%E8%BB%8D-%E9%A6%96%E6%AC%BEsuv%E5%B0%8F%E7%B1%B3yu7%E6%9C%89%E4%B8%8D%E5%8F%AF%E6%9B%BF%E4%BB%A3%E7%8D%A8%E7%89%B9%E9%AD%85%E5%8A%9B-034527143.html,4 小時前,<匯港通訊> 小米(01810)舉行發布會前夕，董事長雷軍在微博發帖文指，SUV市場比轎車市場競爭更激烈，形容這個領域高手如林，每個都有超強的競爭力，但他相信小米YU7有著不可替代的獨特魅力。雷軍指，YU7定位豪華高性能SUV，和SU7有一脈相承的家族設計語言，YU7有極鮮明的特點，既有優雅造型和高性能，亦提供豪華感和空間的舒適性，同時有先進的智能科技。小米將於明晚(22日)7時舉行小米戰略新品發布會，屆時將推出手機SoC晶片玄戒O1、旗艦手機小米15SPro、小米平板7 Ultra、小米汽車首款SUV小米YU7。 (ST)#小米 #雷軍 #小米YU7
砸超過135億元人民幣！小米3奈米旗艦晶片「玄戒O1」已大規模量產,https://hk.finance.yahoo.com/news/%E7%A0%B8%E8%B6%85%E9%81%8E135%E5%84%84%E5%85%83%E4%BA%BA%E6%B0%91%E5%B9%A3-%E5%B0%8F%E7%B1%B33%E5%A5%88%E7%B1%B3%E6%97%97%E8%89%A6%E6%99%B6%E7%89%87-%E7%8E%84%E6%88%92o1-%E5%B7%B2%E5%A4%A7%E8%A6%8F%E6%A8%A1%E9%87%8F%E7%94%A2-090258906.html,23 小時前,"週二（20 日），小米 (01810-HK) 董事長雷軍在微博宣布，小米自研 3 奈米旗艦 SoC 晶片「玄戒 O1」已正式進入大規模量產。這款晶片由小米自主設計，目標是實現旗艦級性能體驗，讓小米在高階晶片設計領域邁出關鍵一步。

雷軍指出，玄戒 O1 晶片採用先進的 3 奈米製程工藝，使小米成為繼蘋果 (AAPL-US) 、高通 (QCOM-US) 、聯發科 (2454-TW) 之後，第四家成功研發並發布 3 奈米晶片的公司。這不僅象徵小米的技術躍進，也是中國在高階晶片設計領域的重要突破。

此次發表的玄戒 O1 定位中高階市場，採用台積電 4 奈米製程工藝，整合八核心 CPU 架構，包含高性能 Cortex-X3 核心與能源效率比最佳化的 Cortex-A715 核心，GPU 部分則搭載了基於最新架構的 12 核心圖形處理單元。

根據供應鏈訊息，該晶片還內建獨立 AI 運算單元，支援端側生成式 AI 模型運行，並相容於毫米波與 Sub-6GHz 雙模 5G 網路。

這並非小米首次涉足晶片領域。早在 2014 年啟動的「澎湃」項目，該公司便揭示其自研方向，2017 年推出首顆手機晶片「澎湃 S1」。雖然中途因資源受限暫停 SoC 開發，但小米保留核心團隊，持續透過影像處理、電池管理等小型晶片累積技術經驗。

2021 年，小米啟動電動車戰略的同時，也重啟 SoC 大晶片開發計畫。雷軍透露，該計畫自啟動以來，已累計投入超過 135 億元人民幣，目前研發團隊超過 2500 人，並計畫今年再投入 60 億元。

雷軍表示，小米深知晶片研發的難度與複雜性。玄戒立項之初，就提出了很高的目標，包括最新的製程、旗艦等級的電晶體規模、第一梯隊的性能與能源效率；至少投資十年，至少投資 500 億。

小米稱將於 5 月 22 日舉辦新品發表會，屆時玄戒 O1 晶片將正式亮相，並將公布首批搭載這款晶片的裝置，包括旗艦手機「小米 15s Pro」與高階 OLED 平板「小米平板 7 Ultra」。

更多鉅亨報導•小米首款休旅YU7將正式亮相！挑戰特斯拉Model Y•小米雷軍官宣玄戒晶片、YU7等新品周四登場 睽違八年再推自研晶片能否減輕高通依賴症？"
雷軍稱3奈米自研晶片玄戒O1已開始大規模量產 專家：只是開始 仍須填平三大鴻溝,https://hk.finance.yahoo.com/news/%E9%9B%B7%E8%BB%8D%E7%A8%B13%E5%A5%88%E7%B1%B3%E8%87%AA%E7%A0%94%E6%99%B6%E7%89%87%E7%8E%84%E6%88%92o1%E5%B7%B2%E9%96%8B%E5%A7%8B%E5%A4%A7%E8%A6%8F%E6%A8%A1%E9%87%8F%E7%94%A2-%E5%B0%88%E5%AE%B6-%E5%8F%AA%E6%98%AF%E9%96%8B%E5%A7%8B-%E4%BB%8D%E9%A0%88%E5%A1%AB%E5%B9%B3%E4%B8%89%E5%A4%A7%E9%B4%BB%E6%BA%9D-082005707.html,23 小時前,"小米集團 (01810-HK)董事長兼執行長雷軍今 (20) 日在微博上宣佈，小米自主研發設計的 3 奈米旗艦晶片「玄戒 O1」已開始大規模量產，並稱搭載小米玄戒 O1 的兩款旗艦產品將同時發佈，分別是高端旗艦手機小米 15S Pro 和超高端 OLED 平板電腦 7Ultra。受此利多消息影響，小米股價今日收高 4.68% 至每股 54.8 港元。

雷軍昨日也在微博上表示，小米戰略新品發佈會定在周四 (22 日) 晚間 7 點，將發佈手機 SoC 晶元小米玄戒 O1、小米 15SPro、小米平板 7Ultra，小米首款 SUV 小米 YU7 等產品。

此外，雷軍回顧小米「造芯」之旅時也拋下一枚重磅炸彈，玄戒 O1 採用第二代 3 奈藝製程，比此前業界猜測的 7 奈米、4 奈米先進許多。

中國振芯薈共同創辦人張彬磊表示，晶圓製程技術對於手機晶圓性能至關重要，從 28 奈米的智慧手機晶圓到 5G 手機的 7 奈米及以下製程晶圓，每一代技術的進步都帶來了顯著的性能提升。

《央視新聞》報導也指出，這是中國 3 奈米晶片設計的一次突破，緊追國際先進水平。小米將成為繼蘋果、高通、聯發科後，全球第四家發佈自主研發設計 3 奈米製程手機處理器晶片的企業。

從投入成本上看，設計 28 奈米晶片的平均成本為 4 千萬美元，7 奈米成本約 2.17 億美元，5 奈米為 4.16 億美元，3nm 整體設計和開發費用則接近 10 億美元。

為了玄戒 O1，小米截至 4 月底已在研發上砸下人民幣 135 億元。

雷軍還表示，目前相關研發團隊規模已經超過 2500 人，今年預計研發投入將超過 60 億元。

張彬磊認為，小米造晶片還只是開始。不過，小米一口氣把製程拉高到 3 奈米，業內都很驚訝，畢竟 3 奈米製程出來的時間並不長。小米能在今年量產這個晶圓，說明公司其實 3 年前就拿到 3 奈米製程的開發工具，團隊才能夠去設計這個產品，並在今年推出產品。

至於小米為何做此選擇，張彬磊認為，隨著 5G 手機普及和未來 6G 通信技術的反覆運算，先進製程成為手機晶片的關鍵。目前來看，中國 7 奈米製程雖然相對成本較高，但商業邏輯成立，仍能生存，但若要提升競爭力和性價比，必須接受並支持國內供應鏈的發展，即使支援成本更高且性能有待觀望。若僅停留在 7 奈米，可能會在技術反覆運算後被淘汰。小米選擇 3 奈米也給後續優化留出空間，也避免了重複勞動。

值得關注的是，在一片支持的聲音中，也有網友提出找誰代工的疑慮。張彬磊指出，其實目前國內有多支團隊具備設計 3 奈米製程晶圓的能力，瓶頸在於缺乏相應的代工能力。因此，目前小米的 3 奈米晶圓對產業的帶動意義仍有限，關鍵在於未來能否擁有自主的先進製程代工平台。

早在 2014 年，小米便成立全資子公司北京松果電子，正式進入手機晶片研發領域。2017 年 2 月，小米發佈首款自研手機晶片澎湃 S1，成為繼蘋果、三星、華為後全球第四家可同時研發設計晶片和手機的企業。

但繼澎湃 S1 之後，小米被傳出澎湃 S2 流片失敗，核心系統級芯片進展緩慢。此後，小米放棄集成晶片 SoC 的研發，轉向其他功能的芯片。

2021 年，小米成立了上海玄戒技術有限公司，重啓自研手機 SoC 晶片的研發。該公司由小米高級副總裁曾學忠直接領導，他在加入小米之前曾擔任國產手機晶片廠商紫光展銳的執行長。

去年 10 月 20 日，在北京衛視晚間播出的新聞節目中，北京市經濟和信息化局唐建國公佈，小米成功流片國內首款 3 奈米製程手機晶片。

更多鉅亨報導"
雷軍：小米3nm製程手機晶片「玄戒O1」已開始大規模量產,https://hk.finance.yahoo.com/news/%E9%9B%B7%E8%BB%8D-%E5%B0%8F%E7%B1%B33nm%E8%A3%BD%E7%A8%8B%E6%89%8B%E6%A9%9F%E6%99%B6%E7%89%87-%E7%8E%84%E6%88%92o1-%E5%B7%B2%E9%96%8B%E5%A7%8B%E5%A4%A7%E8%A6%8F%E6%A8%A1%E9%87%8F%E7%94%A2-034510032.html,昨日,<匯港通訊> 小米(01810)董事長雷軍在微博帖文指，旗下自主研發、使用3納米(3nm)製程的手機SoC晶片「玄戒O1」，目前已經開始大規模量產。雷軍指，搭戴「玄戒O1」的兩款旗艦產品，包括旗艦手機小米15S Pro，以及超高端平板小米平板7 Ultra亦會同時發布，形容體驗非常出色。雷軍昨日開始就是使用小米15S Pro發出微博帖文。小米戰略新品發布會定於本周四(22日)晚上7時舉行，屆時將公布多項重磅新品，包括首款SUV「YU7」、手機SoC晶片「玄戒O1」，以及小米15S Pro、小米平板7 Ultra。 (ST)#小米 #雷軍
Xiaomi has started mass producing self-developed Xring O1 chip,https://finance.yahoo.com/news/xiaomi-started-mass-producing-self-024703506.html,昨日,"SHANGHAI (Reuters) -Xiaomi's founder Lei Jun said on Tuesday that the company has started mass production of its self-developed Xring O1 advanced mobile chip.

The first two products to be powered by the chip will be the Xiaomi 15S Pro smartphone and the Xiaomi Pad 7 Ultra, he said on his personal Weibo account.

Xiaomi plans to hold a launch event for the products on Thursday.

On Monday, Lei said Xiaomi had invested 13.5 billion yuan ($1.87 billion) to develop the Xring O1, and that it planned to invest at least 50 billion yuan more in chip design over at least 10 years.

($1 = 7.2227 yuan)

(Reporting by Brenda Goh; Editing by Tom Hogue)"
小米(01810.HK)漲逾4% 自主設計晶片「玄戒O1」已開始大規模量產,https://hk.finance.yahoo.com/news/%E5%B0%8F%E7%B1%B3-01810-hk-%E6%BC%B2%E9%80%BE4-%E8%87%AA%E4%B8%BB%E8%A8%AD%E8%A8%88%E6%99%B6%E7%89%87-020911673.html,昨日,"小米(01810.HK)今日(20日)高開1.24%後升幅擴大，現報54.5元，升4.11%，成交8,546.94萬股，涉資45.99億元。 小米創辦人兼董事長雷軍表示，小米自主設計晶片「玄戒O1」已開始大規模量產，「玄戒O1」採用3納米製程，是全球第四間用相關製程技術設計手機處理器晶片的企業。(mn/a)~ 阿思達克財經新聞 網址: www.aastocks.com"
