time,title,source,detail_url,detail_content
2025-06-02 16:08:00,《瑞銀窩輪》小米5月新增29家門市  看好可留意小米牛證（55221）,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443954/hk-stock-news,"內地公佈最新5月新能源汽車交付量，比亞迪（01211）5月新能源車銷售達38.25萬輛繼續排名第一；理想（02015）交付量突破4萬；小米（01810）5月交付量超過28,000輛，與上月銷售量相若。小米周一股價開於50元水平並繼續向上升約1.5%。另外集團指5月新增29家小米門市，亦指集團正籌備小米 YU7 大規模量產。如投資者看好小米，可留意小米牛證（55221），收回價47元，行使價46.6元，25年12月到期，有效槓桿約9.2倍。如投資者看淡小米，可留意小米熊證（60093），收回價58元，行使價58.4元，28年2月到期，有效槓桿約9倍。
至於比亞迪自上周宣傳促銷活動引發減價戰以及傳出於山東有逾20間經銷商店或因資金問題出現人去樓空情況。比亞迪股價一再向下，最新周一續跌2.6%，暫時股價連跌6個交易日。受利淡消息所影響，如投資者看淡可留意比迪熊證（57483），收回價440元，行使價444元，28年4月到期，有效槓桿約6.8倍。如投資者看好比迪，可留意比迪牛證（65137），收回價346元，行使價342元，25年9月到期，有效槓桿約9.1倍。
相關內容
《大行》麥格理升理想(02015.HK)目標價至110元  評級「中性」
澳門最新公佈五月博彩收入達211.9億澳門元，按年增長5%，按月增長12.4%，是今年以來單月最高收入，亦是自2020年1月以來單月新高。周一濠賭股整體上揚，金沙（01928）升近4.5%，銀娛（00027）升近2%，至於美高梅（02282）股價則微升。雖然金沙周一升幅顯著，不過股價表現方面仍然位處於250天線之下，表現稍為落後。如投資者希望部署金沙，看好可留意金沙認購（16625），行使價20.93元，25年10月到期，有效槓桿約6.1倍。
更多窩輪牛熊資訊：瑞銀認股證牛熊證網站：http://www.ubs.com/hkwarrants
輪證教學及巿況焦點短片：
https://www.youtzbube.com/@ubswarrantshk8566
相關內容
《大行》Bernstein上調小米(01810.HK)目標價至60元 重申「跑贏大市」評級
瑞銀認股證牛熊證團隊
資訊只適用於合資格的香港投資者。資訊由瑞銀集團提供，其僅作參考，並不構成買賣建議、邀請、要約或游說。瑞銀為結構性產品的發行商，瑞銀及其成員、其聯屬公司及董事及僱員可能持有本資料所述證券之權益（作為主事人或其他）。本產品並無抵押品。 如發行人無力償債或違約，投資者可能無法收回部份或全部應收款項。筆者為瑞銀代表及證券持牌人，並未持有相關上市公司的任何財務權益。結構性產品價格可急升或急跌，投資者可能會蒙受全盤損失。過往表現並不反映將來表現。牛熊證備強制贖回機制而可能被提早終止，屆時 (i) N類牛熊證投資者將不獲發任何金額;而(ii) R類牛熊證之剩餘價值可能為零。投資前應瞭解有關風險，並諮詢專業顧問及查閱有關上市檔。UBS Securities Hong Kong Limited為結構性產品之流通量提供者，亦可能是唯一報價者或巿場參與者。© UBS 2025。版權所有。
AASTOCKS新聞
重要聲明:
以上資訊由第三方提供，AASTOCKS.com Limited對於任何包含於、經由、連結、下載或從任何與本網站有關服務所獲得之資訊、內容或廣告，不聲明或保證其內容之正確性或可靠性。對於您透過本網站上之廣告、資訊或要約而展示、購買或取得之任何產品、資訊資料，本公司亦不負品質保證之責任。"
2025-06-02 11:41:00,《大行》建銀國際升小米(01810.HK)目標價至67元 受惠內地消費補貼,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443888/hk-stock-news,"建銀國際研究報告指，小米(01810.HK)
+0.650 (+1.276%)
沽空 $9.69億; 比率 21.113%
首季業績一如預期中強勁，收入按年升47%，由各業務、尤其是物聯網的增長帶動。展望未來表現，該行料2025及22026年智能手機出貨量將分別升5%及8%，物聯網業務增長分別為30%及20%，而互聯網服務則分別增長7%及6%。電動車方面，該行預期2025及26年出貨量為35萬輛及44萬輛。
報告指，預料小米會是政府對智能手機和電子產品補貼的主要受益者，料毛利率將保持強勁，因高端產品的滲透率提高；將2025、2026及2027年的盈利預測分別上調8%、5%和9%，目標價由65元升至67元，維持「跑贏大市」評級，並籲留意新車型YU7推出。(ss/w)(港股報價延遲最少十五分鐘。沽空資料截至 2025-06-02 16:25。)
相關內容
《大行》里昂：小米(01810.HK)首季業績勝預期  上調經調整淨利潤預測
AASTOCKS新聞"
2025-06-02 11:19:00,《人民日報》評論：首季汽車業利潤率降至3.9%  「價格戰」興奮劑決不能打,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443881/hk-stock-news,"官媒《人民日報》日前發表題為《新能源汽車，「價格戰」興奮劑決不能打》評論文章指，針對近日車企掀起新一輪「價格戰」，中國汽車工業協會明確表示反對，而工信部亦表態支持倡議，強調價格戰沒有贏家，更沒有未來，揚言明確的信號、堅決的態度，給無序「價格戰」踩下剎車，可謂及時。
文章提到，這兩年，一些車企口口聲聲反對「內捲式」競爭，卻又不斷扣動「價格戰」扳機，嚴重影響行業生態與市場秩序，衝擊產業鏈供應鏈安全，文章引述數據指，2024年汽車行業利潤率僅為4.3%，低於整個下游工業利潤率及2023年水平；今年一季度，利潤率進一步下降到3.9%。
相關內容
《大行》高盛：內地電商短期利潤前景面臨挑戰性  互聯網股看好騰訊、網易及小米等
文章指，目前新能源汽車產業發展一日千里，各國車企也在加大投入研發新技術新產品，中國車企儘管頗有優勢，但遠沒有到大幅領先、高枕無憂的境地。車企須堅守長期主義發展理念，通過技術創新、管理創新降低生產成本，給廣大消費者帶來更優質、更具性價比的產品。莫要在資本裹挾下扭曲商業邏輯，只會用價格戰來追求短期市值和股價。否則等資本套現離場後，產業就只剩「賠本賺吆喝」的空殼，出海進程也將被遲滯。(ha/da)
AASTOCKS新聞"
2025-06-02 11:16:00,《大行》Bernstein上調小米(01810.HK)目標價至60元 重申「跑贏大市」評級,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443880/hk-stock-news,"法國興業銀行集團旗下研究部門Bernstein發表研報指，小米(01810.HK)
+0.650 (+1.276%)
沽空 $9.69億; 比率 21.113%
今年首季業績表現亮麗，收入按年大幅增長47.4%，毛利率達到創新高的22.8%，盈利更增長161%，考慮到業務發展較預期強，將今明兩年收入預測上調4%及3%，每股盈利預測亦上調28%及16%。
該行認為，小米首季業績向好，部分是來自於智能手機和物聯網產品銷售受到國家補貼政策的推動，但亦源於產品質量提升、技術能力改善以及品牌資產增強，同時看好其電動汽車業務發展前景，重申對小米的「跑贏大市」評級，目標價從55元上調至60元。(gc/a)(港股報價延遲最少十五分鐘。沽空資料截至 2025-06-02 16:25。)
相關內容
《大行》摩通料小米(01810.HK)IoT業務次季增長仍強勁  予「中性」評級
AASTOCKS新聞"
2025-06-02 11:00:00,盧偉冰：競爭從來不是小米(01810.HK)未來關鍵,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443871/hk-stock-news,"小米集團(01810.HK)
+0.650 (+1.276%)
沽空 $9.69億; 比率 21.113%
總裁盧偉冰昨晚(6月1日)於微博上回應投資者就小米未來困難或挑戰的提問，他指一直在思考兩點，一是隨著小米發展的業務規模和組織規模越來越大，小米會不會逐漸偏離小米的價值觀，會不會跟用戶的距離越來越遠；二是小米的管理體系能否持續升級，是否與業務發展的規模匹配。他表示，競爭從來不是、未來也不會是關鍵；他一直深信「不可勝在己，可勝在敵」。(ss/u)(港股報價延遲最少十五分鐘。沽空資料截至 2025-06-02 16:25。)
相關內容
《大行》里昂：訂單疲弱促使內地車企再減價 首選比亞迪(01211.HK)
AASTOCKS新聞"
2025-06-02 10:33:00,港股6月開局不順  早段曾挫逾600點  內銀內房內險車股走低  美團、快手各跌逾4%,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443867/hk-stock-news,"美國總統特朗普當地時間上周五(30日)宣布口鋼鐵關稅倍升至50%，本周三(4日)生效。關稅憂慮升溫，亞太區主要股市今早(2日)漲跌不一。日經指數半日跌551點或1.45%、澳洲200跌0.2%、韓股反覆升0.2%。內地A股、馬來西亞及紐西蘭假期休市。
港股6月開局不順，今早低開246點後，早段跌幅顯著擴大，失守兩萬三關，曾跌609點，低見22,679，最新報22,770，跌519點或2.2%，成交641.2億元。國指最新報8,220，跌211點或2.5%。恒生科指曾跌3.1%，現跌136點或2.6%，報5,033。
相關內容
《大行》交銀國際上調石藥(01093.HK)目標價至7.2元 維持「中性」評級
內房股領跌大市，潤地(01109.HK)
-0.550 (-2.148%)
沽空 $1.07億; 比率 28.569%
及中海外(00688.HK)
-0.280 (-2.121%)
沽空 $1.52億; 比率 50.185%
跌4.1%至4.2%、龍湖(00960.HK)
-0.500 (-5.086%)
沽空 $8.73千萬; 比率 43.025%
跌6.3%，報9.21元，屬藍籌股表現最差。
內銀跌幅顯著，招行(03968.HK)
-0.800 (-1.636%)
沽空 $2.46億; 比率 27.225%
跌3.5%、建行(00939.HK)
-0.120 (-1.705%)
沽空 $3.66億; 比率 18.851%
跌3.1%、中行(03988.HK)
-0.060 (-1.316%)
沽空 $3.99億; 比率 41.886%
及工行(01398.HK)
-0.080 (-1.401%)
沽空 $1.84億; 比率 13.557%
各跌約2.6%。其他權重金融股受壓，匯控(00005.HK)
+0.050 (+0.054%)
沽空 $1.82億; 比率 14.829%
及友邦(01299.HK)
+0.050 (+0.076%)
沽空 $5.35億; 比率 24.274%
各跌1.1%及1.7%、港交所(00388.HK)
-0.400 (-0.101%)
沽空 $5.61億; 比率 22.492%
跌2.3%。另國壽(02628.HK)
-0.120 (-0.751%)
沽空 $1.34億; 比率 26.427%
及中國平安(02318.HK)
-0.550 (-1.192%)
沽空 $4.73億; 比率 23.707%
各跌2.9%至3.4%。
內需股偏軟，安踏(02020.HK)
-1.200 (-1.257%)
沽空 $1.63億; 比率 24.986%
、海爾智家(06690.HK)
-0.500 (-2.174%)
沽空 $1.53億; 比率 40.439%
及海底撈(06862.HK)
-0.300 (-1.989%)
沽空 $7.84千萬; 比率 43.396%
各跌3.3%至3.7%。
相關內容
《大行》里昂：快手(01024.HK)第一季業績符預期 維持67元目標價
另早前強勢的石藥(01093.HK)
-0.390 (-4.815%)
沽空 $2.75億; 比率 23.820%
跌4.9%。信義光能(00968.HK)
-0.040 (-1.688%)
沽空 $6.40千萬; 比率 48.009%
低見2.22元平4月上旬所創52周低，最新報2.23元，跌5.9%。
內地汽車股價格戰引起監管機構關注，《人民日報》日前發表評論文章指出，針對近日車企掀起新一輪「價格戰」，中國汽車工業協會發布《關於維護公平競爭秩序，促進行業健康發展的倡議》，明確表示反對。工信部亦表態支持倡議，強調價格戰沒有贏家，更沒有未來。車股普遍走低，理想-W(02015.HK)
-2.300 (-2.048%)
沽空 $3.79億; 比率 37.662%
跌4.5%、長汽(02333.HK)
-0.240 (-1.970%)
沽空 $4.23千萬; 比率 33.571%
、蔚來-SW(09866.HK)
-0.600 (-2.135%)
沽空 $5.15千萬; 比率 37.513%
及小鵬-W(09868.HK)
-1.250 (-1.637%)
沽空 $2.70億; 比率 39.794%
各跌約3%、比亞迪(01211.HK)
-7.400 (-1.884%)
沽空 $6.80億; 比率 12.745%
跌2.7%、吉利(00175.HK)
-0.160 (-0.908%)
沽空 $1.53億; 比率 30.068%
跌1.6%。
重磅科技股弱勢，美團-W(03690.HK)
-2.300 (-1.667%)
沽空 $7.83億; 比率 19.538%
及快手-W(01024.HK)
-0.850 (-1.595%)
沽空 $4.31億; 比率 34.532%
各跌4.2%。阿里-W(09988.HK)
-0.700 (-0.615%)
沽空 $14.42億; 比率 17.528%
跌2.7%。京東-SW(09618.HK)
-0.300 (-0.233%)
沽空 $3.32億; 比率 22.888%
及小米(01810.HK)
+0.650 (+1.276%)
沽空 $9.69億; 比率 21.113%
各跌1.8%。騰訊(00700.HK)
+0.200 (+0.040%)
沽空 $8.78億; 比率 13.569%
跌1.4%。(da/a)(港股報價延遲最少十五分鐘。沽空資料截至 2025-06-02 16:25。)
相關內容
《大行》建銀國際升小米(01810.HK)目標價至67元 受惠內地消費補貼
AASTOCKS新聞"
2025-06-02 08:47:00,小米YU7料7月量產 雷軍：詆毀本身就是一種仰望,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443821/hk-stock-news,"小米(01810.HK)
+0.650 (+1.276%)
沽空 $9.69億; 比率 21.113%
董事長兼首席執行官雷軍於微博透露，今年5月份小米SU7交付量超過2.8萬輛，集團正全力為小米YU7大規模量產做準備，預計將於7月份量產。他又引用莫言，稱「詆毀，本身就是一種仰望」，惟其後再編輯該條微博，刪除有關言論，但仍然保留配圖。
而集團合夥人、總裁兼小米品牌總經理盧偉冰則表示，集團本著十倍投入做一輛好車的決心，認為小米SU7及YU7獲得較高的關注度和期待，都是以強大的產品力為基礎。
相關內容
《藍籌》小米(01810.HK)首季non-IFRS純利按年增64.5%至106.8億人幣  勝預期
市場猜測，雷軍的言論疑似回應華為常務董事兼終端BG董事長余承東。余承東日前出席2025未來汽車先行者大會時表示，看到很多車廠發貨的電池標準，但如按照華為質量標準，有的車廠一輛車都不能發貨及出廠，並直言質量是華為的生命線。(gc/j)(港股報價延遲最少十五分鐘。沽空資料截至 2025-06-02 16:25。)
AASTOCKS新聞"
2025-06-02 07:29:00,百度起訴小米不正當競爭糾紛案件據報下周五開庭,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443782/hk-stock-news,"據內媒引述天眼查資料信息顯示，北京百度網訊科技與小米科技及上海宜誼信息科技相關的不正當競爭糾紛案件新增開庭公告稱，該案件將於下周五(13日)在上海市青浦區人民法院開庭審理。
據悉，北京百度網訊科技起訴該兩家公司的案由均為「不正當競爭糾紛」。(ta/w)
相關內容
《大行》里昂：訂單疲弱促使內地車企再減價 首選比亞迪(01211.HK)
AASTOCKS新聞"
2025-06-02 07:27:00,"小米汽車5月交付量逾28,000輛 按月持平",,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443769/hk-stock-news,"小米集團-W(01810.HK)
+0.650 (+1.276%)
沽空 $9.69億; 比率 21.113%
公布，小米汽車5月交付量超過28,000輛，按月持平，並表示正為小米YU7大規模量產做準備。
小米汽車公布開店新進展稱，5月新增29家門店，全國82個城市已有298家門店；6月計劃新增37家門店，預計覆蓋寶雞發滄州等10個城市。截止上周六(5月31日)，全國已有153家服務網點，覆蓋全國88個城市。(ta/w)(港股報價延遲最少十五分鐘。沽空資料截至 2025-06-02 16:25。)
相關內容
《大行》麥格理升小米(01810.HK)目標價至69.32港元 予「跑贏大市」評級
AASTOCKS新聞"
2025-06-02 07:19:00,工信部：首四月規模以上電子信息製造業增加值按年增11.3%,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443797/hk-stock-news,"工信部發布數據顯示，2025年首四個月規模以上電子信息製造業增加值按年增長11.3%，增速超過同期工業及高技術製造業，顯示著電子信息製造業發展強勁。4月單月增加值按年增10.8%，持續錄得較快增長。
從產品產量看，微型計算機設備產量1.05億部，按年增4.7%；手機產量4.54億部，按年降6.8%；集成電路產量1,509億塊，按年增5.4%。(ta/da)
相關內容
《大行》里昂：小米(01810.HK)首季業績勝預期  上調經調整淨利潤預測
AASTOCKS新聞"
